timestamp,lat,lng,direction,speed
2025-11-21T02:41:59.279664,22.2990833,114.174055,0,0
2025-11-21T02:41:59.279664,22.3004584,114.1724398,0,0
2025-11-21T02:41:59.279664,22.2995343,114.173435,340,0
2025-11-21T02:41:59.279664,22.3009722,114.1756642,0,0
2025-11-21T02:41:59.279664,22.3033331,114.1714455,40,0
2025-11-21T02:41:59.279664,22.3003677,114.1723087,0,0
2025-11-21T02:41:59.279664,22.299943,114.1760955,0,0
2025-11-21T02:41:59.279664,22.2982115,114.1726864,92,0
2025-11-21T02:41:59.279664,22.2992812,114.1735748,0,0
2025-11-21T02:41:59.279664,22.29732,114.17533,85.9089,0
2025-11-21T02:41:59.279664,22.3027023,114.1723579,0,0
2025-11-21T02:41:59.279664,22.29901,114.17573,358.196,1.47245
2025-11-21T02:41:59.279664,22.3040244,114.173205,259,0
2025-11-21T02:41:59.279664,22.3026833,114.1722833,265,0
2025-11-21T02:41:59.279664,22.2990909,114.1740778,0,0
2025-11-21T02:41:59.279664,22.299377,114.1719537,0,0
2025-11-21T02:41:59.279664,22.2992469,114.1747432,0,0
2025-11-21T02:41:59.279664,22.2970902,114.173769,86,0
2025-11-21T02:41:59.279664,22.29944,114.1754318,0,0
2025-11-21T02:41:59.279664,22.3004591,114.176675,0,0
2025-11-21T02:41:59.279664,22.30235,114.17188,176.319,9.96789
2025-11-21T02:41:59.279664,22.29934,114.17577,17.8933,-1
2025-11-21T02:41:59.279664,22.296907,114.1753845,0,0
2025-11-21T02:41:59.279664,22.299004,114.1739004,304,0
2025-11-21T02:41:59.279664,22.3013154,114.1761996,18,0
2025-11-21T02:41:59.279664,22.3010944,114.1749209,0,0
2025-11-21T02:41:59.279664,22.3007474,114.1739239,154,0
2025-11-21T02:41:59.279664,22.3012882,114.1752064,0,0
2025-11-21T02:41:59.279664,22.3031828,114.1699349,92,4
2025-11-21T02:41:59.279664,22.2988333,114.1731133,0,0
2025-11-21T02:41:59.279664,22.2987424,114.1728348,0,0
2025-11-21T02:41:59.279664,22.299869,114.1754267,0,0
2025-11-21T02:41:59.279664,22.3005642,114.1747474,255,0
2025-11-21T02:41:59.279664,22.299314,114.17456,252,0
2025-11-21T02:41:59.279664,22.3005629,114.1728643,72,0
2025-11-21T02:41:59.279664,22.302767,114.1733956,175,0
2025-11-21T02:41:59.279664,22.3020381,114.1765052,0,0
2025-11-21T02:41:59.279664,22.2816264,114.1591747,0,0
2025-11-21T02:41:59.279664,22.28093,114.15477,155.221,10.3254
2025-11-21T02:41:59.279664,22.2825657,114.1548775,0,0
2025-11-21T02:41:59.279664,22.2806281,114.1625243,0,0
2025-11-21T02:41:59.279664,22.2798719,114.1591899,0,0
2025-11-21T02:41:59.279664,22.285182,114.1580274,342,0
2025-11-21T02:41:59.279664,22.2779283,114.1593417,44,0
2025-11-21T02:41:59.279664,22.2802544,114.1581293,0,0
2025-11-21T02:41:59.279664,22.2811711,114.1553408,0,0
2025-11-21T02:41:59.279664,22.2783696,114.1612807,221,0
2025-11-21T02:41:59.279664,22.2799768,114.1594418,0,0
2025-11-21T02:41:59.279664,22.279409,114.1616002,0,0
2025-11-21T02:41:59.279664,22.2812051,114.1553459,0,0
2025-11-21T02:41:59.279664,22.2776467,114.15823,82,0
2025-11-21T02:41:59.279664,22.2843264,114.1543993,0,0
2025-11-21T02:41:59.279664,22.2812909,114.1559121,0,0
2025-11-21T02:41:59.279664,22.2804339,114.1845686,0,0
2025-11-21T02:41:59.279664,22.2802753,114.1817228,144,0
2025-11-21T02:41:59.279664,22.2816428,114.1825195,241,0
2025-11-21T02:41:59.279664,22.2825311,114.1830745,0,0
2025-11-21T02:41:59.279664,22.2797582,114.1807535,81,0
2025-11-21T02:41:59.279664,22.2790219,114.1856862,0,0
2025-11-21T02:41:59.279664,22.2786826,114.182184,0,0
2025-11-21T02:41:59.279664,22.2824379,114.1820207,0,0
2025-11-21T02:41:59.279664,22.2779937,114.1816596,154,0
2025-11-21T02:41:59.279664,22.2802823,114.1807902,338,0
2025-11-21T02:41:59.279664,22.2797168,114.1846587,0,0
2025-11-21T02:41:59.279664,22.2842767,114.1875133,73,0
2025-11-21T02:41:59.279664,22.2810067,114.1820939,0,0
2025-11-21T02:41:59.279664,22.2765634,114.1810952,196,16
2025-11-21T02:41:59.279664,22.38272,114.19673,297.527,0
2025-11-21T02:41:59.279664,22.3807122,114.1943873,310,0
2025-11-21T02:41:59.279664,22.384645,114.1934795,41,0
2025-11-21T02:41:59.279664,22.3827177,114.1920112,0,0
2025-11-21T02:41:59.279664,22.3862862,114.1906435,38,0
